waktu,sensor_id,lokasi,ch4,h2s,suhu,kelembaban
2026-06-14 01:35:00,GS001,Area Dasar Tambang,1.812,14.744,31.509,70.935
2026-06-14 01:40:00,GS001,Area Dasar Tambang,1.919,19.413,32.169,74.291
2026-06-14 01:45:00,GS001,Area Dasar Tambang,1.77,14.203,32.224,72.558
2026-06-14 01:50:00,GS001,Area Dasar Tambang,1.534,12.048,30.182,67.691
2026-06-14 01:55:00,GS001,Area Dasar Tambang,1.378,8.946,32.25,73.304
2026-06-14 02:00:00,GS001,Area Dasar Tambang,1.107,7.635,32.246,75.618
2026-06-14 02:05:00,GS001,Area Dasar Tambang,1.01,6.031,33.199,71.444
2026-06-14 02:10:00,GS001,Area Dasar Tambang,0.741,4.036,31.638,77.873
2026-06-14 02:15:00,GS001,Area Dasar Tambang,0.668,3.031,30.125,75.103
2026-06-14 02:20:00,GS001,Area Dasar Tambang,0.533,2.036,29.102,79.606
2026-06-14 02:25:00,GS001,Area Dasar Tambang,0.657,4.07,30.195,76.133
2026-06-14 02:30:00,GS001,Area Dasar Tambang,0.978,7.425,32.006,79.834
2026-06-14 02:35:00,GS001,Area Dasar Tambang,1.451,10.019,33.817,72.902
2026-06-14 02:40:00,GS001,Area Dasar Tambang,1.68,12.58,32.276,75.589
2026-06-14 02:45:00,GS001,Area Dasar Tambang,1.953,15.186,31.566,74.785
2026-06-14 02:50:00,GS001,Area Dasar Tambang,2.168,18.882,32.906,71.657
2026-06-14 02:55:00,GS001,Area Dasar Tambang,2.518,24.508,34.022,68.818
2026-06-14 03:00:00,GS001,Area Dasar Tambang,2.065,18.668,32.283,70.862
2026-06-14 03:05:00,GS001,Area Dasar Tambang,1.692,13.984,33.05,67.232
2026-06-14 03:10:00,GS001,Area Dasar Tambang,1.34,9.431,33.215,68.339
2026-06-14 03:15:00,GS001,Area Dasar Tambang,0.997,7.201,32.039,73.68
2026-06-14 03:20:00,GS001,Area Dasar Tambang,0.814,5.207,31.364,69.194
2026-06-14 03:25:00,GS001,Area Dasar Tambang,0.424,2.119,31.501,71.447
2026-06-14 03:30:00,GS001,Area Dasar Tambang,0.513,2.761,29.53,77.031
2026-06-14 03:35:00,GS001,Area Dasar Tambang,0.66,3.993,31.12,79.373
2026-06-14 03:40:00,GS001,Area Dasar Tambang,0.902,5.168,32.296,66.074
2026-06-14 03:45:00,GS001,Area Dasar Tambang,1.098,7.981,33.019,72.252
2026-06-14 03:50:00,GS001,Area Dasar Tambang,0.846,7.313,30.29,79.606
2026-06-14 03:55:00,GS001,Area Dasar Tambang,0.882,5.7,30.887,75.152
2026-06-14 04:00:00,GS001,Area Dasar Tambang,0.778,5.021,31.058,74.872
2026-06-14 04:05:00,GS001,Area Dasar Tambang,0.726,4.709,28.934,78.017
2026-06-14 04:10:00,GS001,Area Dasar Tambang,0.588,2.987,31.756,81.304
2026-06-14 04:15:00,GS001,Area Dasar Tambang,0.748,5.117,28.916,62.415
2026-06-14 04:20:00,GS001,Area Dasar Tambang,0.983,6.195,31.338,66.834
2026-06-14 04:25:00,GS001,Area Dasar Tambang,1.124,9.824,32.347,74.584
2026-06-14 04:30:00,GS001,Area Dasar Tambang,1.398,11.384,31.393,75.536
2026-06-14 04:35:00,GS001,Area Dasar Tambang,1.775,12.314,31.889,71.144
2026-06-14 04:40:00,GS001,Area Dasar Tambang,1.765,14.297,33.845,72.568
2026-06-14 04:45:00,GS001,Area Dasar Tambang,1.898,17.669,32.109,70.284
2026-06-14 04:50:00,GS001,Area Dasar Tambang,1.732,13.949,33.252,71.677
2026-06-14 04:55:00,GS001,Area Dasar Tambang,1.515,13.34,31.502,71.021
2026-06-14 05:00:00,GS001,Area Dasar Tambang,1.15,9.994,34.5,79.564
2026-06-14 05:05:00,GS001,Area Dasar Tambang,1.111,8.354,30.939,72.648
2026-06-14 05:10:00,GS001,Area Dasar Tambang,0.857,5.736,33.222,65.506
2026-06-14 05:15:00,GS001,Area Dasar Tambang,0.648,3.956,31.392,82.057
2026-06-14 05:20:00,GS001,Area Dasar Tambang,0.697,3.126,32.668,85.775
2026-06-14 05:25:00,GS001,Area Dasar Tambang,0.528,1.989,31.437,88.93
2026-06-14 05:30:00,GS001,Area Dasar Tambang,0.68,3.818,33.923,76.934
2026-06-14 05:35:00,GS001,Area Dasar Tambang,0.992,7.391,33.674,70.157
2026-06-14 05:40:00,GS001,Area Dasar Tambang,1.316,10.6,28.917,80.707
2026-06-14 05:45:00,GS001,Area Dasar Tambang,1.744,12.067,34.908,78.082
2026-06-14 05:50:00,GS001,Area Dasar Tambang,1.896,14.999,33.11,71.897
2026-06-14 05:55:00,GS001,Area Dasar Tambang,2.207,19.154,32.491,73.138
2026-06-14 06:00:00,GS001,Area Dasar Tambang,2.517,22.883,35.991,67.628
2026-06-14 06:05:00,GS001,Area Dasar Tambang,2.067,17.85,34.137,66.395
2026-06-14 06:10:00,GS001,Area Dasar Tambang,1.873,13.198,33.382,70.475
2026-06-14 06:15:00,GS001,Area Dasar Tambang,1.383,9.746,31.753,73.694
2026-06-14 06:20:00,GS001,Area Dasar Tambang,1.017,7.509,33.798,73.032
2026-06-14 06:25:00,GS001,Area Dasar Tambang,0.737,4.898,33.681,80.105
2026-06-14 06:30:00,GS001,Area Dasar Tambang,0.385,2.002,30.581,71.976
2026-06-14 06:35:00,GS001,Area Dasar Tambang,0.541,3.483,29.982,81.606
2026-06-14 06:40:00,GS001,Area Dasar Tambang,0.678,3.646,31.785,71.27
2026-06-14 06:45:00,GS001,Area Dasar Tambang,0.933,6.368,31.933,81.916
2026-06-14 06:50:00,GS001,Area Dasar Tambang,1.094,8.323,30.255,73.577
2026-06-14 06:55:00,GS001,Area Dasar Tambang,1.037,7.245,32.026,72.693
2026-06-14 07:00:00,GS001,Area Dasar Tambang,0.863,6.05,28.773,76.249
2026-06-14 07:05:00,GS001,Area Dasar Tambang,0.765,5.074,28.808,73.357
2026-06-14 07:10:00,GS001,Area Dasar Tambang,0.672,3.747,28.567,80.049
2026-06-14 07:15:00,GS001,Area Dasar Tambang,0.583,2.984,31.499,72.454
2026-06-14 07:20:00,GS001,Area Dasar Tambang,0.753,5.111,31.901,74.649
2026-06-14 07:25:00,GS001,Area Dasar Tambang,1.011,7.344,30.009,78.019
2026-06-14 07:30:00,GS001,Area Dasar Tambang,1.206,8.753,30.353,78.015
2026-06-14 07:35:00,GS001,Area Dasar Tambang,1.466,10.57,32.215,77.515
2026-06-14 07:40:00,GS001,Area Dasar Tambang,1.652,12.93,31.736,67.726
2026-06-14 07:45:00,GS001,Area Dasar Tambang,1.728,15.074,33.48,71.059
2026-06-14 07:50:00,GS001,Area Dasar Tambang,2.24,18.069,33.432,68.379
2026-06-14 07:55:00,GS001,Area Dasar Tambang,1.636,13.989,32.715,73.967
2026-06-14 08:00:00,GS001,Area Dasar Tambang,1.634,11.96,31.051,75.585
2026-06-14 08:05:00,GS001,Area Dasar Tambang,1.29,10.294,33.042,68.766
2026-06-14 08:10:00,GS001,Area Dasar Tambang,1.124,8.265,30.892,82.414
2026-06-14 08:15:00,GS001,Area Dasar Tambang,0.893,5.905,29.861,75.58
2026-06-14 08:20:00,GS001,Area Dasar Tambang,0.669,4.035,32.377,80.801
2026-06-14 08:25:00,GS001,Area Dasar Tambang,0.577,2.853,33.067,77.802
2026-06-14 08:30:00,GS001,Area Dasar Tambang,0.552,1.988,28.241,83.211
2026-06-14 08:35:00,GS001,Area Dasar Tambang,0.655,4.019,30.388,85.665
2026-06-14 08:40:00,GS001,Area Dasar Tambang,0.921,6.783,30.912,80.127
2026-06-14 08:45:00,GS001,Area Dasar Tambang,1.332,10.162,33.705,70.749
2026-06-14 08:50:00,GS001,Area Dasar Tambang,1.75,12.787,33.233,76.499
2026-06-14 08:55:00,GS001,Area Dasar Tambang,1.995,17.196,37.101,70.638
2026-06-14 09:00:00,GS001,Area Dasar Tambang,2.209,18.846,34.565,74.323
2026-06-14 09:05:00,GS001,Area Dasar Tambang,2.549,22.867,33.924,70.226
2026-06-14 09:10:00,GS001,Area Dasar Tambang,2.123,16.76,35.865,74.265
2026-06-14 09:15:00,GS001,Area Dasar Tambang,1.822,14.634,30.162,69.515
2026-06-14 09:20:00,GS001,Area Dasar Tambang,1.329,9.309,32.029,72.844
2026-06-14 09:25:00,GS001,Area Dasar Tambang,1.083,6.763,33.309,75.268
2026-06-14 09:30:00,GS001,Area Dasar Tambang,0.776,4.961,35.13,67.755
2026-06-14 09:35:00,GS001,Area Dasar Tambang,0.424,2.02,32.993,76.629
2026-06-14 09:40:00,GS001,Area Dasar Tambang,0.502,3.039,29.796,76.122
2026-06-14 09:45:00,GS001,Area Dasar Tambang,0.732,4.104,30.917,77.7
2026-06-14 09:50:00,GS001,Area Dasar Tambang,0.979,5.428,30.714,71.091
2026-06-14 09:55:00,GS001,Area Dasar Tambang,1.213,8.536,31.684,74.714
2026-06-14 10:00:00,GS001,Area Dasar Tambang,1.041,6.938,31.185,71.287
2026-06-14 10:05:00,GS001,Area Dasar Tambang,0.918,6.208,29.461,73.385
2026-06-14 10:10:00,GS001,Area Dasar Tambang,0.764,5.057,30.988,76.098
2026-06-14 10:15:00,GS001,Area Dasar Tambang,0.848,4.033,34.907,75.238
2026-06-14 10:20:00,GS001,Area Dasar Tambang,0.537,3.261,30.082,77.746
2026-06-14 10:25:00,GS001,Area Dasar Tambang,0.751,4.623,30.606,77.583
2026-06-14 10:30:00,GS001,Area Dasar Tambang,1.061,6.956,30.369,73.219
2026-06-14 10:35:00,GS001,Area Dasar Tambang,1.238,9.239,29.992,68.034
2026-06-14 10:40:00,GS001,Area Dasar Tambang,1.378,11.769,32.876,67.979
2026-06-14 10:45:00,GS001,Area Dasar Tambang,1.667,11.323,34.213,71.182
2026-06-14 10:50:00,GS001,Area Dasar Tambang,1.807,15.531,35.456,73.103
2026-06-14 10:55:00,GS001,Area Dasar Tambang,1.713,18.429,34.074,72.035
2026-06-14 11:00:00,GS001,Area Dasar Tambang,1.684,15.011,35.9,71.037
2026-06-14 11:05:00,GS001,Area Dasar Tambang,1.394,11.279,31.794,66.815
2026-06-14 11:10:00,GS001,Area Dasar Tambang,1.34,10.222,32.642,62.615
2026-06-14 11:15:00,GS001,Area Dasar Tambang,1.037,8.276,31.338,64.54
2026-06-14 11:20:00,GS001,Area Dasar Tambang,0.955,5.936,33.13,71.763
2026-06-14 11:25:00,GS001,Area Dasar Tambang,0.744,4.01,32.452,77.73
2026-06-14 11:30:00,GS001,Area Dasar Tambang,0.589,2.766,33.398,82.214
2026-06-14 11:35:00,GS001,Area Dasar Tambang,0.553,1.893,31.009,81.79
2026-06-14 11:40:00,GS001,Area Dasar Tambang,0.831,3.912,32.657,73.981
2026-06-14 11:45:00,GS001,Area Dasar Tambang,0.987,6.294,28.256,79.068
2026-06-14 11:50:00,GS001,Area Dasar Tambang,1.264,10.133,36.351,72.97
2026-06-14 11:55:00,GS001,Area Dasar Tambang,1.714,13.966,33.676,77.182
2026-06-14 12:00:00,GS001,Area Dasar Tambang,1.862,16.419,34.039,70.141
2026-06-14 12:05:00,GS001,Area Dasar Tambang,2.091,20.815,35.514,74.389
2026-06-14 12:10:00,GS001,Area Dasar Tambang,2.574,25.264,34.685,71.865
2026-06-14 12:15:00,GS001,Area Dasar Tambang,1.961,18.764,29.561,80.012
2026-06-14 12:20:00,GS001,Area Dasar Tambang,1.86,14.784,31.539,69.836
2026-06-14 12:25:00,GS001,Area Dasar Tambang,1.311,10.083,33.638,74.904
2026-06-14 12:30:00,GS001,Area Dasar Tambang,1.115,7.062,33.788,76.927
2026-06-14 12:35:00,GS001,Area Dasar Tambang,0.911,4.791,28.388,73.614
2026-06-14 12:40:00,GS001,Area Dasar Tambang,0.505,1.907,29.913,69.5
2026-06-14 12:45:00,GS001,Area Dasar Tambang,0.524,3.155,32.475,76.859
2026-06-14 12:50:00,GS001,Area Dasar Tambang,0.675,4.332,32.927,73.498
2026-06-14 12:55:00,GS001,Area Dasar Tambang,0.968,6.509,35.835,79.801
2026-06-14 13:00:00,GS001,Area Dasar Tambang,1.128,8.244,29.953,73.296
2026-06-14 13:05:00,GS001,Area Dasar Tambang,1.057,7.375,30.298,69.604
2026-06-14 13:10:00,GS001,Area Dasar Tambang,0.84,5.893,31.294,75.295
2026-06-14 13:15:00,GS001,Area Dasar Tambang,0.818,5.418,30.601,71.296
2026-06-14 13:20:00,GS001,Area Dasar Tambang,0.738,3.838,29.148,78.331
2026-06-14 13:25:00,GS001,Area Dasar Tambang,0.539,3.142,29.285,71.305
2026-06-14 13:30:00,GS001,Area Dasar Tambang,0.837,4.914,29.514,78.491
2026-06-14 13:35:00,GS001,Area Dasar Tambang,1.018,7.152,28.231,73.803
2026-06-14 13:40:00,GS001,Area Dasar Tambang,1.15,9.452,31.415,69.982
2026-06-14 13:45:00,GS001,Area Dasar Tambang,1.268,11.566,28.737,77.519
2026-06-14 13:50:00,GS001,Area Dasar Tambang,1.704,13.591,32.941,72.04
2026-06-14 13:55:00,GS001,Area Dasar Tambang,1.752,15.329,31.769,68.229
2026-06-14 14:00:00,GS001,Area Dasar Tambang,1.786,18.841,30.888,76.774
2026-06-14 14:05:00,GS001,Area Dasar Tambang,1.652,13.604,35.217,80.212
2026-06-14 14:10:00,GS001,Area Dasar Tambang,1.473,11.483,33.188,65.307
2026-06-14 14:15:00,GS001,Area Dasar Tambang,1.324,9.677,34.641,68.345
2026-06-14 14:20:00,GS001,Area Dasar Tambang,1.11,8.267,35.412,75.326
2026-06-14 14:25:00,GS001,Area Dasar Tambang,0.956,6.781,29.504,76.135
2026-06-14 14:30:00,GS001,Area Dasar Tambang,0.626,4.065,31.192,74.813
2026-06-14 14:35:00,GS001,Area Dasar Tambang,0.54,3.207,30.433,74.791
2026-06-14 14:40:00,GS001,Area Dasar Tambang,0.46,2.029,31.281,79.384
2026-06-14 14:45:00,GS001,Area Dasar Tambang,0.737,4.534,30.319,76.746
2026-06-14 14:50:00,GS001,Area Dasar Tambang,1.041,6.902,30.253,75.835
2026-06-14 14:55:00,GS001,Area Dasar Tambang,1.396,10.165,34.006,76.731
2026-06-14 15:00:00,GS001,Area Dasar Tambang,1.636,12.654,29.784,67.212
2026-06-14 15:05:00,GS001,Area Dasar Tambang,1.832,15.42,30.972,72.554
2026-06-14 15:10:00,GS001,Area Dasar Tambang,1.981,19.209,33.909,77.651
2026-06-14 15:15:00,GS001,Area Dasar Tambang,2.529,25.906,32.207,64.183
2026-06-14 15:20:00,GS001,Area Dasar Tambang,2.167,17.111,30.744,73.901
2026-06-14 15:25:00,GS001,Area Dasar Tambang,1.624,14.447,32.038,74.661
2026-06-14 15:30:00,GS001,Area Dasar Tambang,1.4,10.157,31.862,78.42
2026-06-14 15:35:00,GS001,Area Dasar Tambang,0.962,7.504,30.713,71.98
2026-06-14 15:40:00,GS001,Area Dasar Tambang,0.857,5.247,33.556,77.303
2026-06-14 15:45:00,GS001,Area Dasar Tambang,0.463,1.875,33.129,85.212
2026-06-14 15:50:00,GS001,Area Dasar Tambang,0.467,2.757,30.252,85.37
2026-06-14 15:55:00,GS001,Area Dasar Tambang,0.701,3.949,31.552,84.447
2026-06-14 16:00:00,GS001,Area Dasar Tambang,0.923,6.544,31.937,78.653
2026-06-14 16:05:00,GS001,Area Dasar Tambang,1.152,8.292,32.183,80.382
2026-06-14 16:10:00,GS001,Area Dasar Tambang,0.987,7.695,30.849,66.596
2026-06-14 16:15:00,GS001,Area Dasar Tambang,0.826,5.935,32.862,77.068
2026-06-14 16:20:00,GS001,Area Dasar Tambang,0.709,5.188,31.143,74.887
2026-06-14 16:25:00,GS001,Area Dasar Tambang,0.744,4.206,30.802,83.767
2026-06-14 16:30:00,GS001,Area Dasar Tambang,0.649,2.977,32.638,77.365
2026-06-14 16:35:00,GS001,Area Dasar Tambang,0.848,4.796,28.592,78.703
2026-06-14 16:40:00,GS001,Area Dasar Tambang,0.998,6.394,32.515,73.139
2026-06-14 16:45:00,GS001,Area Dasar Tambang,1.275,9.386,31.417,76.846
2026-06-14 16:50:00,GS001,Area Dasar Tambang,1.319,10.204,31.447,81.625
2026-06-14 16:55:00,GS001,Area Dasar Tambang,1.523,13.068,30.933,76.815
2026-06-14 17:00:00,GS001,Area Dasar Tambang,1.763,13.919,32.732,70.547
2026-06-14 17:05:00,GS001,Area Dasar Tambang,1.844,19.872,35.953,77.715
2026-06-14 17:10:00,GS001,Area Dasar Tambang,1.693,13.522,34.653,80.668
2026-06-14 17:15:00,GS001,Area Dasar Tambang,1.676,10.415,35.635,75.522
2026-06-14 17:20:00,GS001,Area Dasar Tambang,1.25,9.479,34.578,78.392
2026-06-14 17:25:00,GS001,Area Dasar Tambang,1.11,7.128,32.133,75.992
2026-06-14 17:30:00,GS001,Area Dasar Tambang,0.925,5.732,32.981,82.409
2026-06-14 17:35:00,GS001,Area Dasar Tambang,0.701,4.037,32.369,76.418
2026-06-14 17:40:00,GS001,Area Dasar Tambang,0.619,3.203,32.258,82.379
2026-06-14 17:45:00,GS001,Area Dasar Tambang,0.469,1.897,29.742,88.027
2026-06-14 17:50:00,GS001,Area Dasar Tambang,0.737,4.154,29.185,75.387
2026-06-14 17:55:00,GS001,Area Dasar Tambang,1.008,7.301,30.074,78.031
2026-06-14 18:00:00,GS001,Area Dasar Tambang,1.294,9.84,32.017,75.211
2026-06-14 18:05:00,GS001,Area Dasar Tambang,1.759,12.433,32.095,72.269
2026-06-14 18:10:00,GS001,Area Dasar Tambang,1.783,15.011,30.758,75.86
2026-06-14 18:15:00,GS001,Area Dasar Tambang,2.161,19.287,30.153,66.889
2026-06-14 18:20:00,GS001,Area Dasar Tambang,2.299,24.787,31.405,78.977
2026-06-14 18:25:00,GS001,Area Dasar Tambang,1.864,17.712,38.002,72.078
2026-06-14 18:30:00,GS001,Area Dasar Tambang,1.76,14.15,35.057,76.018
2026-06-14 18:35:00,GS001,Area Dasar Tambang,1.299,10.244,29.85,73.447
2026-06-14 18:40:00,GS001,Area Dasar Tambang,0.982,7.002,32.551,83.122
2026-06-14 18:45:00,GS001,Area Dasar Tambang,0.797,4.893,31.884,73.781
2026-06-14 18:50:00,GS001,Area Dasar Tambang,0.52,1.888,30.888,76.72
2026-06-14 18:55:00,GS001,Area Dasar Tambang,0.62,3.056,33.038,78.495
2026-06-14 19:00:00,GS001,Area Dasar Tambang,0.721,4.515,31.587,71.418
2026-06-14 19:05:00,GS001,Area Dasar Tambang,0.934,5.653,31.939,71.612
2026-06-14 19:10:00,GS001,Area Dasar Tambang,1.096,7.398,32.011,74.052
2026-06-14 19:15:00,GS001,Area Dasar Tambang,0.909,6.502,30.352,69.355
2026-06-14 19:20:00,GS001,Area Dasar Tambang,0.893,5.99,31.356,76.53
2026-06-14 19:25:00,GS001,Area Dasar Tambang,0.829,4.497,30.715,82.149
2026-06-14 19:30:00,GS001,Area Dasar Tambang,0.689,4.237,28.993,76.641
2026-06-14 19:35:00,GS001,Area Dasar Tambang,0.651,3.081,28.935,79.869
2026-06-14 19:40:00,GS001,Area Dasar Tambang,0.844,5.228,34.749,70.597
2026-06-14 19:45:00,GS001,Area Dasar Tambang,0.943,7.265,29.973,73.069
2026-06-14 19:50:00,GS001,Area Dasar Tambang,1.275,7.786,30.149,66.801
2026-06-14 19:55:00,GS001,Area Dasar Tambang,1.424,10.355,34.011,77.806
2026-06-14 20:00:00,GS001,Area Dasar Tambang,1.637,12.745,32.431,73.813
2026-06-14 20:05:00,GS001,Area Dasar Tambang,1.83,14.345,32.838,78.494
2026-06-14 20:10:00,GS001,Area Dasar Tambang,2.023,17.327,33.334,62.267
2026-06-14 20:15:00,GS001,Area Dasar Tambang,1.817,13.912,30.546,75.512
2026-06-14 20:20:00,GS001,Area Dasar Tambang,1.603,12.001,30.605,72.41
2026-06-14 20:25:00,GS001,Area Dasar Tambang,1.304,10.058,33.838,69.811
2026-06-14 20:30:00,GS001,Area Dasar Tambang,1.067,8.733,28.264,73.115
2026-06-14 20:35:00,GS001,Area Dasar Tambang,0.832,6.056,30.489,78.153
2026-06-14 20:40:00,GS001,Area Dasar Tambang,0.743,3.608,29.306,72.457
2026-06-14 20:45:00,GS001,Area Dasar Tambang,0.677,2.747,31.663,73.049
2026-06-14 20:50:00,GS001,Area Dasar Tambang,0.436,2.074,31.075,83.405
2026-06-14 20:55:00,GS001,Area Dasar Tambang,0.679,3.97,29.623,75.023
2026-06-14 21:00:00,GS001,Area Dasar Tambang,1.123,7.637,35.294,72.51
2026-06-14 21:05:00,GS001,Area Dasar Tambang,1.209,10.278,33.443,68.342
2026-06-14 21:10:00,GS001,Area Dasar Tambang,1.441,12.633,34.175,71.096
2026-06-14 21:15:00,GS001,Area Dasar Tambang,1.889,16.329,32.139,74.257
2026-06-14 21:20:00,GS001,Area Dasar Tambang,2.031,18.594,31.262,76.62
2026-06-14 21:25:00,GS001,Area Dasar Tambang,2.443,23.122,33.157,77.143
2026-06-14 21:30:00,GS001,Area Dasar Tambang,2.137,18.121,32.658,73.467
2026-06-14 21:35:00,GS001,Area Dasar Tambang,1.804,12.843,30.294,79.027
2026-06-14 21:40:00,GS001,Area Dasar Tambang,1.368,9.831,33.039,70.661
2026-06-14 21:45:00,GS001,Area Dasar Tambang,1.083,6.656,32.377,75.06
2026-06-14 21:50:00,GS001,Area Dasar Tambang,0.826,5.034,30.003,75.358
2026-06-14 21:55:00,GS001,Area Dasar Tambang,0.375,1.986,33.038,75.421
2026-06-14 22:00:00,GS001,Area Dasar Tambang,0.5,2.999,31.426,75.466
2026-06-14 22:05:00,GS001,Area Dasar Tambang,0.696,3.726,32.182,78.57
2026-06-14 22:10:00,GS001,Area Dasar Tambang,0.947,5.961,33.521,73.262
2026-06-14 22:15:00,GS001,Area Dasar Tambang,0.96,7.928,33.182,72.607
2026-06-14 22:20:00,GS001,Area Dasar Tambang,0.976,6.764,30.569,69.633
2026-06-14 22:25:00,GS001,Area Dasar Tambang,0.861,6.232,31.191,77.068
2026-06-14 22:30:00,GS001,Area Dasar Tambang,0.776,5.064,30.588,74.943
2026-06-14 22:35:00,GS001,Area Dasar Tambang,0.696,4.073,29.822,76.287
2026-06-14 22:40:00,GS001,Area Dasar Tambang,0.529,2.887,33.501,91.287
2026-06-14 22:45:00,GS001,Area Dasar Tambang,0.766,5.393,30.188,81.887
2026-06-14 22:50:00,GS001,Area Dasar Tambang,1.098,6.654,31.841,72.198
2026-06-14 22:55:00,GS001,Area Dasar Tambang,1.26,9.456,30.738,73.045
2026-06-14 23:00:00,GS001,Area Dasar Tambang,1.323,11.551,31.122,72.144
2026-06-14 23:05:00,GS001,Area Dasar Tambang,1.627,12.373,31.394,72.416
2026-06-14 23:10:00,GS001,Area Dasar Tambang,1.929,15.325,31.786,74.927
2026-06-14 23:15:00,GS001,Area Dasar Tambang,2.2,18.125,31.353,76.654
2026-06-14 23:20:00,GS001,Area Dasar Tambang,1.82,14.113,31.616,74.834
2026-06-14 23:25:00,GS001,Area Dasar Tambang,1.487,12.887,30.566,79.968
2026-06-14 23:30:00,GS001,Area Dasar Tambang,1.153,9.864,32.754,72.87
2026-06-14 23:35:00,GS001,Area Dasar Tambang,1.156,8.073,29.203,68.551
2026-06-14 23:40:00,GS001,Area Dasar Tambang,0.877,5.656,31.586,68.025
2026-06-14 23:45:00,GS001,Area Dasar Tambang,0.752,3.726,29.386,80.437
2026-06-14 23:50:00,GS001,Area Dasar Tambang,0.571,2.972,33.486,82.463
2026-06-14 23:55:00,GS001,Area Dasar Tambang,0.519,2.039,30.758,77.649
2026-06-15 00:00:00,GS001,Area Dasar Tambang,0.681,4.081,30.694,75.393
2026-06-15 00:05:00,GS001,Area Dasar Tambang,1.028,6.357,30.273,69.016
2026-06-15 00:10:00,GS001,Area Dasar Tambang,1.305,10.804,28.987,74.889
2026-06-15 00:15:00,GS001,Area Dasar Tambang,1.596,12.038,33.828,76.551
2026-06-15 00:20:00,GS001,Area Dasar Tambang,1.918,15.726,34.012,74.61
2026-06-15 00:25:00,GS001,Area Dasar Tambang,2.147,20.452,32.827,78.557
2026-06-15 00:30:00,GS001,Area Dasar Tambang,2.491,21.325,34.883,77.416
2026-06-15 00:35:00,GS001,Area Dasar Tambang,2.046,18.68,31.045,74.027
2026-06-15 00:40:00,GS001,Area Dasar Tambang,1.832,15.935,27.897,71.984
2026-06-15 00:45:00,GS001,Area Dasar Tambang,1.366,10.284,33.953,75.267
2026-06-15 00:50:00,GS001,Area Dasar Tambang,0.932,6.921,31.538,79.042
2026-06-15 00:55:00,GS001,Area Dasar Tambang,0.855,5.089,33.993,68.645
2026-06-15 01:00:00,GS001,Area Dasar Tambang,0.359,2.071,30.536,76.208
2026-06-15 01:05:00,GS001,Area Dasar Tambang,0.49,3.062,30.118,74.268
2026-06-15 01:10:00,GS001,Area Dasar Tambang,0.652,4.043,35.053,78.71
2026-06-15 01:15:00,GS001,Area Dasar Tambang,0.882,6.022,29.48,73.862
2026-06-15 01:20:00,GS001,Area Dasar Tambang,1.1,7.584,28.244,72.165
2026-06-15 01:25:00,GS001,Area Dasar Tambang,1.003,6.855,31.973,78.708
2026-06-15 01:30:00,GS001,Area Dasar Tambang,0.817,5.605,31.864,76.91
2026-06-15 01:35:00,GS001,Area Dasar Tambang,0.829,4.959,32.173,76.444
2026-06-15 01:40:00,GS001,Area Dasar Tambang,0.737,4.108,34.619,78.368
2026-06-15 01:45:00,GS001,Area Dasar Tambang,0.665,2.86,31.08,75.123
2026-06-15 01:50:00,GS001,Area Dasar Tambang,0.77,5.029,30.568,81.417
2026-06-15 01:55:00,GS001,Area Dasar Tambang,0.976,7.536,31.055,72.287
2026-06-15 02:00:00,GS001,Area Dasar Tambang,1.051,8.628,30.295,76.065
2026-06-15 02:05:00,GS001,Area Dasar Tambang,1.388,11.541,31.946,85.725
2026-06-15 02:10:00,GS001,Area Dasar Tambang,1.515,14.932,31.37,68.901
2026-06-15 02:15:00,GS001,Area Dasar Tambang,1.753,16.102,32.482,76.124
2026-06-15 02:20:00,GS001,Area Dasar Tambang,1.916,18.314,35.649,70.355
2026-06-15 02:25:00,GS001,Area Dasar Tambang,1.655,15.204,30.748,67.947
2026-06-15 02:30:00,GS001,Area Dasar Tambang,1.398,12.472,33.627,73.546
2026-06-15 02:35:00,GS001,Area Dasar Tambang,1.255,9.566,31.981,74.788
2026-06-15 02:40:00,GS001,Area Dasar Tambang,0.985,8.687,33.67,67.953
2026-06-15 02:45:00,GS001,Area Dasar Tambang,0.795,6.501,31.383,69.217
2026-06-15 02:50:00,GS001,Area Dasar Tambang,0.769,3.86,30.324,73.647
2026-06-15 02:55:00,GS001,Area Dasar Tambang,0.563,3.213,30.505,77.595
2026-06-15 03:00:00,GS001,Area Dasar Tambang,0.464,2.045,32.652,80.384
2026-06-15 03:05:00,GS001,Area Dasar Tambang,0.713,3.919,31.162,75.673
2026-06-15 03:10:00,GS001,Area Dasar Tambang,1.084,7.354,29.556,81.67
2026-06-15 03:15:00,GS001,Area Dasar Tambang,1.273,9.573,33.221,77.921
2026-06-15 03:20:00,GS001,Area Dasar Tambang,1.662,14.19,33.926,77.121
2026-06-15 03:25:00,GS001,Area Dasar Tambang,1.827,15.407,31.401,70.99
2026-06-15 03:30:00,GS001,Area Dasar Tambang,2.203,19.782,31.022,74.244
2026-06-15 03:35:00,GS001,Area Dasar Tambang,2.821,24.219,39.36,73.961
2026-06-15 03:40:00,GS001,Area Dasar Tambang,2.26,18.343,33.521,75.722
2026-06-15 03:45:00,GS001,Area Dasar Tambang,1.916,13.747,35.515,76.02
2026-06-15 03:50:00,GS001,Area Dasar Tambang,1.31,10.391,34.858,73.534
2026-06-15 03:55:00,GS001,Area Dasar Tambang,1.03,6.605,29.203,76.065
